"success","trial_type","trial_index","time_elapsed","internal_node_id","label_stranger","label_friend","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","screen","date","time","screen_height","screen_width","researcher","sona_id","prolific_id","study_id","session_id","rt","stimulus","response","question_order","timeout","failed_images","failed_audio","failed_video","trial_duration","shape","trial_number","answer","answer_correct","correct","condition","label_condition","block_number","file","block","correct_response","Illusion_Type","Illusion_Strength","Illusion_Difference","isi","fixation_cross","type","illusion_strength","illusion_difference"
"","image-keyboard-response","1875","886168","0.0-28.0-1.0-2.0-1.75","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","151","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.9000_0.41515.png","arrowleft","","","","","","","","76","","","true","","","5","Ebbinghaus_-0.9000_0.41515.png","B","arrowleft","Ebbinghaus","-0.900000000","0.4151500000","886017","<p style=""color: black; font-size: 80px; padding-left: 27%; padding-right: 36%; padding-top: 3%; padding-bottom: 24%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1876","886844","0.0-28.0-1.0-2.0-0.76","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 9%; padding-right: 6%; padding-top: 37%; padding-bottom: 30%"">+</p>","null","","","","","","673","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1877","887108","0.0-28.0-1.0-2.0-1.76","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","264","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.3000_0.41515.png","arrowleft","","","","","","","","77","","","true","","","5","Ebbinghaus_-0.3000_0.41515.png","B","arrowleft","Ebbinghaus","-0.300000000","0.4151500000","886844","<p style=""color: black; font-size: 80px; padding-left: 9%; padding-right: 6%; padding-top: 37%; padding-bottom: 30%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1878","887844","0.0-28.0-1.0-2.0-0.77","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 35%; padding-right: 46%; padding-top: 24%; padding-bottom: 10%"">+</p>","null","","","","","","733","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1879","888001","0.0-28.0-1.0-2.0-1.77","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","157","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.30000_0.26870.png","arrowleft","","","","","","","","78","","","true","","","5","Ebbinghaus_0.30000_0.26870.png","B","arrowleft","Ebbinghaus","0.3000000000","0.2687000000","887844","<p style=""color: black; font-size: 80px; padding-left: 35%; padding-right: 46%; padding-top: 24%; padding-bottom: 10%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1880","888666","0.0-28.0-1.0-2.0-0.78","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 7%; padding-right: 8%; padding-top: 37%; padding-bottom: 12%"">+</p>","null","","","","","","663","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1881","888864","0.0-28.0-1.0-2.0-1.78","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","197","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.90000_-0.2687.png","arrowleft","","","","","","","","79","","","false","","","5","Ebbinghaus_0.90000_-0.2687.png","B","arrowright","Ebbinghaus","0.9000000000","-0.268700000","888666","<p style=""color: black; font-size: 80px; padding-left: 7%; padding-right: 8%; padding-top: 37%; padding-bottom: 12%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1882","889586","0.0-28.0-1.0-2.0-0.79","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 25%; padding-right: 24%; padding-top: 6%; padding-bottom: 2%"">+</p>","null","","","","","","720","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1883","889846","0.0-28.0-1.0-2.0-1.79","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","259","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.90000_-0.41515.png","arrowleft","","","","","","","","80","","","false","","","5","Ebbinghaus_0.90000_-0.41515.png","B","arrowright","Ebbinghaus","0.9000000000","-0.415150000","889586","<p style=""color: black; font-size: 80px; padding-left: 25%; padding-right: 24%; padding-top: 6%; padding-bottom: 2%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-button-response","1884","891077","0.0-28.0-1.0-3.0","Eminem","xxx","","","","","","","","","","","","IG_BlockResults","","","","","","","","","","1228","<p>Your score for this illusion is</p><p style=""color: black; font-size: 48px; font-weight: bold;"">73.5 %</p><hr><p>Can you do better in the next illusion?</p>","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1885","891385","0.0-28.0-2.0-0.0","Eminem","xxx","","","","","","","","","","","","IG_Preload","","","","","","","","","","","","","","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","1886","892865","0.0-28.0-2.0-1.0","Eminem","xxx","","","","","","","","","","","","IG_Instructions","","","","","","","","","","1479","<p>In this part, two red lines will appear side by side.</p><p>Your task is to tell <b>which line is longer</b> in length, regardless of their orientation, as fast as you can, and without making errors.</p><p>Don't get distracted by the orientation of the lines!</p><p>Press <b>the LEFT or the RIGHT arrow</b> to indicate which <b>line is the longer one</b>.</p><div style='float: center'><img src='https://realitybending.github.io/IllusionGame/v3//images/VerticalHorizontal_Demo.png' height='200'></img><p><img src='https://realitybending.github.io/IllusionGame/v3//images/answer_leftright_keyboard.PNG' height='100'></img></p><p class='small'>In this example, the correct answer is the <b>LEFT arrow</b>.</p></div><p>Are you ready? <b>Press ENTER to start</b></p>","enter","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","1887","894113","0.0-28.0-2.0-2.0-0.0","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 24%; padding-right: 28%; padding-top: 11%; padding-bottom: 38%"">+</p>","null","","","","","","746","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1888","894739","0.0-28.0-2.0-2.0-1.0","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","625","https://realitybending.github.io/IllusionGame/v3/stimuli/VerticalHorizontal_-36.000_0.03000.png","arrowleft","","","","","","","","1","","","true","","","6","VerticalHorizontal_-36.000_0.03000.png","B","arrowleft","VerticalHorizontal","-36.00000000","0.0300000000","894113","<p style=""color: black; font-size: 80px; padding-left: 24%; padding-right: 28%; padding-top: 11%; padding-bottom: 38%"">+</p>","VerticalHorizontal","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1889","895611","0.0-28.0-2.0-2.0-0.1","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 31%; padding-right: 34%; padding-top: 12%; padding-bottom: 36%"">+</p>","null","","","","","","871","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1890","896126","0.0-28.0-2.0-2.0-1.1","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","514","https://realitybending.github.io/IllusionGame/v3/stimuli/VerticalHorizontal_-9.0000_0.24909.png","arrowleft","","","","","","","","2","","","true","","","6","VerticalHorizontal_-9.0000_0.24909.png","B","arrowleft","VerticalHorizontal","-9.000000000","0.2490900000","895611","<p style=""color: black; font-size: 80px; padding-left: 31%; padding-right: 34%; padding-top: 12%; padding-bottom: 36%"">+</p>","VerticalHorizontal","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1891","897155","0.0-28.0-2.0-2.0-0.2","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 7%; padding-right: 41%; padding-top: 16%; padding-bottom: 33%"">+</p>","null","","","","","","1026","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1892","897500","0.0-28.0-2.0-2.0-1.2","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","345","https://realitybending.github.io/IllusionGame/v3/stimuli/VerticalHorizontal_27.0000_-0.08913.png","arrowleft","","","","","","","","3","","","false","","","6","VerticalHorizontal_27.0000_-0.08913.png","B","arrowright","VerticalHorizontal","27.000000000","-0.089130000","897155","<p style=""color: black; font-size: 80px; padding-left: 7%; padding-right: 41%; padding-top: 16%; padding-bottom: 33%"">+</p>","VerticalHorizontal","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1893","898435","0.0-28.0-2.0-2.0-0.3","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 24%; padding-right: 31%; padding-top: 14%; padding-bottom: 8%"">+</p>","null","","","","","","933","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1894","898754","0.0-28.0-2.0-2.0-1.3","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","318","https://realitybending.github.io/IllusionGame/v3/stimuli/VerticalHorizontal_-27.000_-0.0300.png","arrowright","","","","","","","","4","","","true","","","6","VerticalHorizontal_-27.000_-0.0300.png","B","arrowright","VerticalHorizontal","-27.00000000","-0.030000000","898435","<p style=""color: black; font-size: 80px; padding-left: 24%; padding-right: 31%; padding-top: 14%; padding-bottom: 8%"">+</p>","VerticalHorizontal","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1895","899461","0.0-28.0-2.0-2.0-0.4","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 16%; padding-right: 12%; padding-top: 19%; padding-bottom: 31%"">+</p>","null","","","","","","706","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1896","899906","0.0-28.0-2.0-2.0-1.4","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","443","https://realitybending.github.io/IllusionGame/v3/stimuli/VerticalHorizontal_45.0000_-0.16122.png","arrowleft","","","","","","","","5","","","false","","","6","VerticalHorizontal_45.0000_-0.16122.png","B","arrowright","VerticalHorizontal","45.000000000","-0.161220000","899461","<p style=""color: black; font-size: 80px; padding-left: 16%; padding-right: 12%; padding-top: 19%; padding-bottom: 31%"">+</p>","VerticalHorizontal","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1897","900570","0.0-28.0-2.0-2.0-0.5","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 26%; padding-right: 5%; padding-top: 18%; padding-bottom: 21%"">+</p>","null","","","","","","662","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1898","900942","0.0-28.0-2.0-2.0-1.5","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","371","https://realitybending.github.io/IllusionGame/v3/stimuli/VerticalHorizontal_27.0000_-0.0300.png","arrowright","","","","","","","","6","","","true","","","6","VerticalHorizontal_27.0000_-0.0300.png","B","arrowright","VerticalHorizontal","27.000000000","-0.030000000","900570","<p style=""color: black; font-size: 80px; padding-left: 26%; padding-right: 5%; padding-top: 18%; padding-bottom: 21%"">+</p>","VerticalHorizontal","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1899","901797","0.0-28.0-2.0-2.0-0.6","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 31%; padding-right: 35%; padding-top: 42%; padding-bottom: 32%"">+</p>","null","","","","","","853","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1900","902091","0.0-28.0-2.0-2.0-1.6","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","293","https://realitybending.github.io/IllusionGame/v3/stimuli/VerticalHorizontal_45.0000_0.08913.png","arrowleft","","","","","","","","7","","","true","","","6","VerticalHorizontal_45.0000_0.08913.png","B","arrowleft","VerticalHorizontal","45.000000000","0.0891300000","901797","<p style=""color: black; font-size: 80px; padding-left: 31%; padding-right: 35%; padding-top: 42%; padding-bottom: 32%"">+</p>","VerticalHorizontal","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
